customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
DN29808,California,F,College,284625,28919,72,0,Corporate Auto,Four-Door Car,518
SS59521,Oregon,F,College,477026,0,68,1,Personal Auto,Two-Door Car,326
NG66579,Oregon,M,Bachelor,505962,41869,64,0,Personal Auto,Two-Door Car,262
TC14209,Arizona,F,High School or Below,909574,0,128,0,Personal Auto,SUV,922
ED50963,California,F,High School or Below,268886,32808,68,1,Personal Auto,Four-Door Car,542
GP40701,California,F,Bachelor,827764,79780,68,0,Personal Auto,Four-Door Car,326
CP98451,Oregon,F,College,905794,91025,112,0,Personal Auto,SUV,328
NX52648,California,F,High School or Below,380175,33043,95,0,Personal Auto,Two-Door Car,456
ZC32510,Arizona,M,High School or Below,933934,69442,118,3,Personal Auto,Four-Door Car,1266
NG27780,Oregon,M,College,252012,0,70,0,Corporate Auto,Four-Door Car,63
HN95240,Arizona,F,College,498410,0,70,0,Corporate Auto,Four-Door Car,336
EB59129,Oregon,F,Bachelor,259575,47234,65,0,Personal Auto,Four-Door Car,16
RA70851,Oregon,M,High School or Below,743769,86863,92,0,Personal Auto,Four-Door Car,442
PM19162,Oregon,M,Bachelor,1453679,25805,66,2,Personal Auto,Four-Door Car,376
MS59005,Nevada,M,Bachelor,591331,43676,76,0,Personal Auto,Four-Door Car,365
SU71163,Arizona,M,College,277166,59855,74,4,Personal Auto,Two-Door Car,355
BD35676,Arizona,M,Master,2919437,35296,126,0,Personal Auto,SUV,453
NI44621,Oregon,F,Master,988039,36576,125,1,Personal Auto,SUV,113
EW33419,California,F,High School or Below,1511440,28513,100,1,Corporate Auto,SUV,480
HX44948,Oregon,M,Bachelor,575991,85448,72,0,Special Auto,Four-Door Car,16
DL36983,Oregon,F,High School or Below,849516,23791,110,3,Personal Auto,Two-Door Car,615
XR87264,California,F,Bachelor,438118,20597,112,0,Personal Auto,Four-Door Car,615
NN99001,Arizona,F,College,699783,56940,87,0,Personal Auto,Four-Door Car,513
XV95530,Oregon,M,Bachelor,1143059,93210,71,0,Personal Auto,Two-Door Car,75
OL97871,Oregon,F,Bachelor,748249,48992,94,1,Personal Auto,Four-Door Car,426
HQ23708,Arizona,F,Master,859692,53736,71,0,Personal Auto,Two-Door Car,169
WR63188,Arizona,M,College,785496,25378,66,1,Personal Auto,Four-Door Car,419
NG82219,Oregon,F,Bachelor,258241,76731,64,0,Personal Auto,Four-Door Car,201
KU29408,Washington,M,Master,907577,37722,116,0,Corporate Auto,Luxury,158
RE46783,California,F,Bachelor,411859,69379,103,0,Personal Auto,Two-Door Car,494
RU94434,Oregon,M,High School or Below,1215733,57449,103,0,Personal Auto,Four-Door Car,494
GI82355,Arizona,M,Bachelor,515282,0,68,0,Corporate Auto,Four-Door Car,326
VO26340,Nevada,M,College,651298,0,93,0,Personal Auto,Two-Door Car,670
NV61299,Arizona,F,Bachelor,2778969,33806,89,0,Corporate Auto,Four-Door Car,396
DX31066,Washington,F,College,266727,94041,66,0,Personal Auto,Four-Door Car,160
CY50337,Oregon,F,College,1092841,74965,90,0,Personal Auto,Four-Door Car,59
TJ20375,Arizona,F,High School or Below,761538,34095,63,0,Personal Auto,Two-Door Car,302
EP72155,California,F,College,200435,0,66,4,Personal Auto,Four-Door Car,317
JJ76159,California,M,College,243468,96045,61,0,Corporate Auto,Four-Door Car,9
BG15419,Nevada,F,Bachelor,1419536,86355,118,0,Personal Auto,Luxury,285
AO74776,California,F,High School or Below,942768,27824,118,0,Personal Auto,SUV,566
HQ82233,California,M,High School or Below,1198242,42995,101,0,Personal Auto,SUV,411
OL72737,Oregon,F,High School or Below,310279,21235,79,0,Personal Auto,Two-Door Car,244
ZQ59828,California,M,High School or Below,422263,74585,106,0,Personal Auto,SUV,219
NZ15548,Oregon,M,Bachelor,402381,41833,103,0,Personal Auto,Four-Door Car,644
XK61304,California,F,College,529715,23908,70,0,Personal Auto,Four-Door Car,336
EJ44139,Oregon,M,Bachelor,2142364,0,65,0,Personal Auto,Two-Door Car,312
CM94425,Arizona,M,Bachelor,441621,61953,113,0,Personal Auto,SUV,497
OV54878,California,M,Bachelor,463904,0,142,0,Corporate Auto,SUV,1022
JF57282,Nevada,M,Bachelor,486354,0,137,0,Personal Auto,SUV,658
MY37953,Arizona,F,Bachelor,2583091,73760,107,1,Personal Auto,Luxury,230
XP64922,Oregon,F,College,297431,23333,74,0,Corporate Auto,Four-Door Car,6
WL65572,California,M,College,206446,0,61,0,Personal Auto,Four-Door Car,293
LN50325,Arizona,F,High School or Below,1006461,20440,128,2,Corporate Auto,Luxury,614
HJ15383,Washington,M,Master,803240,27658,68,0,Personal Auto,Four-Door Car,160
KH59823,California,M,College,548921,50943,139,0,Special Auto,SUV,667
YM79169,California,M,Bachelor,261276,19003,71,0,Personal Auto,Two-Door Car,35
DR38127,California,M,College,857346,46703,108,0,Personal Auto,Four-Door Car,678
PU42145,California,M,Bachelor,2412750,14072,71,0,Personal Auto,Four-Door Car,511
KM33477,Oregon,M,College,855039,21733,73,0,Corporate Auto,Four-Door Car,526
RI53167,Arizona,M,Bachelor,230865,20811,61,0,Personal Auto,Four-Door Car,293
OF77789,Arizona,F,High School or Below,425462,11904,61,2,Personal Auto,Two-Door Car,293
YB33445,Oregon,F,College,898285,43490,114,4,Corporate Auto,SUV,175
BA17836,California,M,High School or Below,786817,57340,67,0,Corporate Auto,Four-Door Car,159
JS43228,California,M,College,770425,49088,97,0,Corporate Auto,Four-Door Car,698
BB11622,Nevada,M,Master,1055217,47761,131,0,Personal Auto,SUV,233
HQ70429,Washington,F,College,1604511,0,65,0,Personal Auto,Two-Door Car,163
WK88044,Arizona,M,Bachelor,873784,61281,110,0,Personal Auto,SUV,80
LA80525,Nevada,M,Bachelor,545489,0,82,1,Corporate Auto,Two-Door Car,394
EH16250,Arizona,M,Bachelor,770528,25290,66,0,Personal Auto,Four-Door Car,382
PU41872,Arizona,F,High School or Below,703926,24239,88,0,Personal Auto,Four-Door Car,48
HB85743,California,M,Bachelor,883809,82664,114,3,Personal Auto,SUV,133
MM71959,Arizona,M,Bachelor,873353,83210,110,0,Personal Auto,Luxury,528
MB83663,Oregon,F,Bachelor,959747,38736,81,0,Personal Auto,Two-Door Car,561
KR43119,California,M,College,450666,0,66,0,Personal Auto,Four-Door Car,317
KH24214,Oregon,M,College,1785797,55437,64,1,Personal Auto,Four-Door Car,445
AC40767,Washington,M,Bachelor,249781,68041,6464,0,Personal Auto,Two-Door Car,166
HP55391,Oregon,M,Master,542614,0,71,0,Corporate Auto,Four-Door Car,408
EG62398,California,F,High School or Below,799814,29066,100,0,Personal Auto,SUV,844
VS19949,Nevada,M,Bachelor,289762,54337,72,0,Personal Auto,Four-Door Car,346
AM92343,Oregon,F,High School or Below,1159950,67616,96,0,Personal Auto,Four-Door Car,340
GI68556,California,F,Bachelor,1514793,41082,63,0,Personal Auto,Two-Door Car,107
JT11876,Washington,F,High School or Below,543577,0,10202,0,Personal Auto,Four-Door Car,626
XR64251,Nevada,F,Master,272536,36650,69,1,Personal Auto,Four-Door Car,57
MK34957,Oregon,F,College,1329771,50631,112,4,Special Auto,SUV,785
GP18756,California,M,College,992705,19592,92,0,Personal Auto,Four-Door Car,442
AP23850,Washington,F,High School or Below,1777155,0,114,0,Personal Auto,Two-Door Car,547
KQ65521,Arizona,F,College,1826927,55761,115,0,Personal Auto,Luxury,86
EJ19449,California,F,College,272221,17576,71,0,Special Auto,Four-Door Car,399
QB70027,California,F,Bachelor,708321,41449,89,0,Personal Auto,Four-Door Car,64
QW47320,California,F,Bachelor,1017972,14290,271,0,Personal Auto,Luxury,1301
KH64733,Nevada,F,College,588951,62007,73,0,Personal Auto,Four-Door Car,120
ON59472,Arizona,M,High School or Below,1577139,21921,206,0,Corporate Auto,Luxury,1254
HP94242,Arizona,F,Bachelor,528817,42621,66,0,Personal Auto,Four-Door Car,317
RV15398,Oregon,M,College,2758055,0,87,1,Personal Auto,Four-Door Car,418
EA25683,Washington,M,High School or Below,777853,63786,196,0,Corporate Auto,Luxury,798
PW73754,California,F,High School or Below,734186,0,104,3,Personal Auto,Luxury,82
MC71942,California,F,High School or Below,791920,82877,99,1,Personal Auto,Two-Door Car,23
OX72195,Arizona,M,College,216387,0,63,0,Corporate Auto,Two-Door Car,302
YQ99152,Nevada,M,High School or Below,978781,10475,88,1,Personal Auto,Two-Door Car,422
KI19439,Oregon,F,High School or Below,520764,21952,66,0,Personal Auto,Four-Door Car,317
PM76175,Oregon,F,Bachelor,2114728,49721,132,0,Corporate Auto,Luxury,640
US45383,California,M,College,1228077,88340,102,0,Personal Auto,Two-Door Car,490
GT38956,California,F,College,244139,0,65,0,Personal Auto,Four-Door Car,312
SN41301,Oregon,M,Bachelor,653556,0,65,0,Corporate Auto,Four-Door Car,468
BE62503,Washington,F,College,920660,24589,82,0,Personal Auto,Two-Door Car,511
PA16884,California,F,Bachelor,411859,69379,103,0,Personal Auto,Two-Door Car,494
NC58480,Nevada,F,Bachelor,483821,73769,61,2,Personal Auto,Four-Door Car,240
NS39326,California,F,College,462555,66670,114,0,Personal Auto,SUV,518
PN18507,Arizona,M,Bachelor,1404210,88854,118,0,Personal Auto,Two-Door Car,715
EK91340,Oregon,M,Bachelor,754661,31266,193,0,Corporate Auto,Luxury,926
JY16280,California,F,High School or Below,251459,43860,65,0,Personal Auto,Four-Door Car,156
ZW71731,California,M,Bachelor,517036,89284,133,2,Corporate Auto,SUV,402
ZC24631,Oregon,M,College,1391738,67267,89,0,Corporate Auto,Four-Door Car,95
YR34689,California,F,High School or Below,1131813,79270,95,3,Personal Auto,Four-Door Car,456
RT65829,Oregon,M,Bachelor,427636,36692,109,1,Personal Auto,Four-Door Car,523
BZ12077,Oregon,F,High School or Below,432224,0,119,0,Personal Auto,SUV,571
WM65373,California,F,College,800231,0,107,0,Corporate Auto,SUV,514
NH35059,Nevada,M,College,388546,0,105,0,Corporate Auto,Four-Door Car,504
QD38160,Oregon,M,College,447178,0,135,0,Personal Auto,SUV,972
BM15160,California,F,High School or Below,849635,44624,71,1,Special Auto,Four-Door Car,74
VY79030,Arizona,F,College,2250088,0,71,0,Corporate Auto,Four-Door Car,341
EV19512,Nevada,F,Master,1630197,19614,85,0,Personal Auto,Two-Door Car,574
TE13577,Oregon,F,College,231974,0,64,0,Personal Auto,Four-Door Car,633
WY97929,Arizona,M,College,871705,83846,74,3,Special Auto,Four-Door Car,355
YG20683,Washington,M,College,286011,51159,72,0,Personal Auto,Four-Door Car,4
FK75497,California,M,College,245341,83772,62,0,Personal Auto,Two-Door Car,42
NE60110,Arizona,M,College,598977,66839,154,0,Personal Auto,Luxury,739
TN36521,Arizona,F,College,2498023,88440,70,0,Personal Auto,Two-Door Car,27
HG33568,Arizona,F,Master,748264,25666,63,2,Personal Auto,Four-Door Car,270
TW17878,Oregon,F,High School or Below,245758,52926,61,0,Personal Auto,Four-Door Car,293
ZO83562,Nevada,F,Bachelor,237974,0,67,0,Personal Auto,Four-Door Car,495
CH97539,Washington,F,Bachelor,828696,40001,70,0,Personal Auto,Four-Door Car,143
CV29889,California,M,College,239392,0,70,0,Personal Auto,Four-Door Car,425
MO33320,Oregon,M,College,465716,18024,65,0,Personal Auto,Two-Door Car,312
QZ81258,Oregon,F,College,1319793,0,68,3,Personal Auto,Four-Door Car,326
NY56352,Oregon,F,Bachelor,280392,23220,74,0,Personal Auto,Four-Door Car,251
EA27048,California,F,High School or Below,864650,64125,108,0,Personal Auto,SUV,370
UT38865,Oregon,F,College,742587,58042,62,0,Corporate Auto,Four-Door Car,161
QC89139,Oregon,F,High School or Below,452874,90034,112,0,Corporate Auto,SUV,538
LA14484,Nevada,M,High School or Below,222707,27972,61,0,Special Auto,Four-Door Car,293
HN57556,California,F,High School or Below,729295,0,65,0,Personal Auto,Four-Door Car,312
CV31235,Arizona,M,Bachelor,318436,50989,80,0,Corporate Auto,Four-Door Car,256
WR45726,Arizona,F,Bachelor,1131520,11885,101,0,Special Auto,Four-Door Car,485
LB25094,California,F,Bachelor,253071,89451,63,0,Special Auto,Four-Door Car,62
KW56110,Oregon,M,Bachelor,1836156,0,182,0,Personal Auto,Luxury,1310
XO36233,Washington,M,Bachelor,864153,78904,109,0,Personal Auto,SUV,250
ZX86243,Arizona,M,Doctor,327853,70247,83,1,Personal Auto,Four-Door Car,142
DW29763,Arizona,M,High School or Below,527198,32653,67,0,Personal Auto,Two-Door Car,322
CT83377,Washington,M,High School or Below,376364,93595,97,4,Special Auto,Four-Door Car,50
OQ90898,California,M,Master,1395557,90279,115,0,Personal Auto,SUV,372
GO77248,Oregon,F,College,500153,0,72,0,Personal Auto,Four-Door Car,542
QW33258,California,M,Bachelor,708283,53310,189,3,Personal Auto,Luxury,1361
OU79745,California,M,College,761948,0,105,0,Personal Auto,Four-Door Car,504
VZ79886,Oregon,F,Bachelor,1255088,22234,160,0,Personal Auto,SUV,768
FI92440,Washington,F,High School or Below,3219660,91375,99,0,Personal Auto,Two-Door Car,73
YG85980,Nevada,F,High School or Below,679377,22250,86,0,Personal Auto,Two-Door Car,721
QM74621,Oregon,M,Bachelor,527232,0,80,0,Personal Auto,Four-Door Car,576
EI71732,Oregon,F,Doctor,626534,0,84,1,Personal Auto,Four-Door Car,481
VN79010,California,F,High School or Below,854759,51179,71,0,Corporate Auto,Four-Door Car,466
FI61723,California,M,Bachelor,278742,38667,72,0,Personal Auto,Four-Door Car,159
OH55411,California,F,Master,462680,79487,114,0,Corporate Auto,SUV,547
TF10720,Nevada,F,Doctor,866336,67763,107,2,Personal Auto,Four-Door Car,41
NW30838,Nevada,M,High School or Below,387222,0,62,2,Corporate Auto,Four-Door Car,504
CB58476,Oregon,F,College,517081,0,71,0,Corporate Auto,Four-Door Car,860
WI69346,California,F,Master,896028,71943,112,0,Corporate Auto,SUV,306
FS76657,Oregon,F,College,547183,53526,68,0,Personal Auto,Four-Door Car,279
YX89016,Oregon,M,College,3493100,35005,295,0,Personal Auto,Luxury,1416
PK28821,California,M,College,262039,24721,67,0,Personal Auto,Four-Door Car,140
MB51200,Washington,M,College,1906950,0,102,2,Personal Auto,Four-Door Car,734
XG44587,Arizona,M,Master,575744,88997,72,0,Personal Auto,Four-Door Car,174
FG91922,Arizona,M,Master,4022401,48587,111,0,Personal Auto,SUV,533
OM99303,Arizona,F,High School or Below,270149,76310,67,0,Personal Auto,Two-Door Car,322
RV67546,California,M,Bachelor,371243,73205,92,0,Personal Auto,Four-Door Car,37
UJ79253,Oregon,F,College,2185084,51056,78,0,Personal Auto,Four-Door Car,96
PN98247,California,M,College,784017,58414,210,2,Personal Auto,Luxury,1008
IB67546,California,F,Bachelor,823704,23940,107,0,Personal Auto,SUV,514
OE19087,California,F,High School or Below,224347,0,62,0,Personal Auto,Four-Door Car,446
CM95716,California,M,Bachelor,843446,44216,71,0,Personal Auto,Four-Door Car,72
MW62634,California,M,High School or Below,222707,27972,61,0,Corporate Auto,Four-Door Car,293
QW67581,Arizona,F,High School or Below,517003,0,69,0,Personal Auto,Four-Door Car,331
SN16059,California,F,Master,264145,29305,66,0,Personal Auto,Four-Door Car,475
OE51254,California,F,College,279068,53882,69,0,Personal Auto,Four-Door Car,331
RM42344,Oregon,M,College,274513,91757,69,1,Personal Auto,Four-Door Car,331
GB35238,California,F,Bachelor,757953,33906,64,0,Personal Auto,Two-Door Car,402
ML82674,Oregon,M,Bachelor,1097878,68158,139,1,Personal Auto,SUV,253
EI85244,California,M,College,825506,0,134,3,Personal Auto,SUV,643
DE28132,Oregon,M,College,474773,42165,123,0,Corporate Auto,SUV,800
TV25678,Washington,M,College,354090,0,101,0,Personal Auto,SUV,727
TY26512,California,M,Doctor,343613,30817,88,0,Personal Auto,Four-Door Car,92
OB69153,California,M,Bachelor,258219,68074,65,0,Personal Auto,Four-Door Car,28
QZ77637,Washington,F,College,1166510,84978,35353,1,Corporate Auto,Four-Door Car,167
XN41715,California,F,Master,739628,71135,92,1,Personal Auto,Four-Door Car,271
QR15857,California,F,College,433080,0,61,0,Personal Auto,Two-Door Car,293
FL69363,Oregon,M,Master,907577,37722,116,0,Personal Auto,Luxury,158
IS30295,Arizona,F,Bachelor,1463545,0,139,0,Personal Auto,SUV,667
WA25797,Washington,M,High School or Below,856477,95697,107,0,Personal Auto,Luxury,178
NL59519,California,F,College,1156569,64642,96,0,Personal Auto,Four-Door Car,404
ZU93025,Oregon,F,College,277104,50071,71,0,Personal Auto,Two-Door Car,19
DK94262,Oregon,M,High School or Below,850713,46754,106,1,Personal Auto,SUV,514
UQ30615,California,M,College,758211,64801,64,0,Corporate Auto,Four-Door Car,268
OR40060,Arizona,M,Bachelor,332309,70410,83,0,Personal Auto,Four-Door Car,132
DK32872,Nevada,F,High School or Below,523433,66957,131,1,Personal Auto,SUV,629
FA46418,Nevada,F,High School or Below,2470960,24213,78,1,Personal Auto,Four-Door Car,374
ER19995,Washington,F,College,1778628,99790,6464,0,Personal Auto,Four-Door Car,179
KI75855,Oregon,M,Master,255123,79751,63,0,Personal Auto,Two-Door Car,392
ND41876,Arizona,M,High School or Below,724771,86122,182,1,Personal Auto,Luxury,874
PN21042,Arizona,M,Bachelor,453885,82297,116,0,Personal Auto,Luxury,0
GJ43254,Washington,M,College,3164210,89057,98,0,Corporate Auto,Two-Door Car,187
AL46984,California,M,High School or Below,873042,43259,73,0,Personal Auto,Four-Door Car,350
JP58047,Oregon,M,College,833273,0,79,0,Personal Auto,Four-Door Car,379
ZE85014,California,M,College,235775,25064,62,0,Personal Auto,Four-Door Car,298
KU88219,Arizona,M,Master,463716,25816,119,0,Personal Auto,Luxury,571
UU98729,California,M,Bachelor,535719,0,73,0,Personal Auto,Four-Door Car,351
WS82822,Oregon,F,College,539197,41662,69,0,Corporate Auto,Four-Door Car,218
YB49933,Arizona,M,Bachelor,369414,96170,92,0,Personal Auto,Four-Door Car,442
XC16387,Arizona,F,High School or Below,504041,46072,64,0,Personal Auto,Four-Door Car,26
XJ96748,Arizona,F,High School or Below,2749542,37931,99,0,Personal Auto,Four-Door Car,475
TM98684,Oregon,M,High School or Below,484228,35127,62,0,Personal Auto,Four-Door Car,298
AY18433,Washington,F,High School or Below,2738282,45473,76,0,Special Auto,Two-Door Car,189
DM74502,Nevada,F,College,522710,93087,131,3,Corporate Auto,Luxury,629
FT56968,Arizona,M,High School or Below,259010,22398,67,2,Personal Auto,Four-Door Car,322
OX36896,California,M,High School or Below,1053608,92983,87,1,Corporate Auto,Four-Door Car,153
BZ65376,Arizona,M,Bachelor,858128,27689,239,2,Personal Auto,Luxury,2893
LN34660,California,F,College,946311,69654,118,0,Corporate Auto,SUV,630
JC29295,California,F,Bachelor,1344101,80744,111,0,Personal Auto,SUV,361
KJ87930,California,F,Bachelor,388650,0,112,0,Corporate Auto,SUV,1186
XT36360,Arizona,F,High School or Below,678489,0,64,1,Personal Auto,Four-Door Car,461
IX35050,Arizona,M,Bachelor,2359468,76358,66,0,Special Auto,Four-Door Car,86
UN97379,Oregon,M,Bachelor,253863,18608,71,0,Corporate Auto,Four-Door Car,341
MR57294,California,M,High School or Below,563994,73168,70,0,Personal Auto,Four-Door Car,426
UG79499,Washington,M,Bachelor,1168137,70930,99,0,Personal Auto,Four-Door Car,190
UA50747,Washington,F,High School or Below,2599775,62262,72,0,Corporate Auto,Four-Door Car,194
GL20444,Nevada,F,Master,1377837,91474,113,0,Corporate Auto,Two-Door Car,24
SP58110,California,F,Bachelor,492318,61469,63,5,Personal Auto,Four-Door Car,302
XM91635,Arizona,F,High School or Below,227234,16618,62,0,Special Auto,Four-Door Car,219
TV82603,California,F,Bachelor,1489540,48081,188,0,Personal Auto,Luxury,881
BB82067,Oregon,M,Doctor,975604,67632,121,0,Personal Auto,Luxury,27
JP94676,Oregon,F,Bachelor,942297,34115,119,0,Personal Auto,SUV,466
VU53417,Arizona,M,High School or Below,383736,23051,99,0,Personal Auto,Two-Door Car,475
IW54795,California,M,College,1095213,23748,99,0,Personal Auto,Four-Door Car,607
RN78170,Arizona,F,College,815914,40589,69,0,Corporate Auto,Four-Door Car,331
IX55883,California,F,College,1948050,50809,83,0,Personal Auto,Four-Door Car,290
XM72420,Arizona,F,High School or Below,391937,66676,97,0,Personal Auto,Four-Door Car,558
GC15104,Nevada,F,Bachelor,798514,52339,70,3,Corporate Auto,Four-Door Car,336
RX13282,Oregon,M,Bachelor,1216874,14973,115,0,Personal Auto,SUV,828
QA85890,Arizona,F,High School or Below,584932,0,83,0,Corporate Auto,Four-Door Car,541
IR62668,Arizona,F,Bachelor,508584,31546,65,0,Personal Auto,Four-Door Car,100
AL96740,California,F,College,290394,67763,73,1,Personal Auto,Four-Door Car,60
SS48498,Washington,F,College,627317,20836,79,0,Corporate Auto,Four-Door Car,194
PE39479,Washington,M,College,1832142,88592,76,0,Corporate Auto,Four-Door Car,200
JH62891,Oregon,F,College,517870,66943,65,1,Special Auto,Four-Door Car,53
FI20423,Arizona,F,High School or Below,1402436,81872,115,0,Special Auto,Four-Door Car,256
PM13394,Washington,F,College,530944,22404,70,1,Personal Auto,Four-Door Car,211
YV67971,California,F,High School or Below,494980,21342,62,0,Personal Auto,Four-Door Car,74
QD31377,California,M,Bachelor,859567,34621,108,1,Corporate Auto,SUV,621
YG10247,Oregon,M,College,2295189,62396,64,0,Personal Auto,Four-Door Car,307
FE73696,Oregon,M,High School or Below,379213,97212,93,0,Personal Auto,Two-Door Car,360
SW19699,Arizona,F,Bachelor,275575,49648,70,0,Personal Auto,Four-Door Car,66
QJ40732,Arizona,M,College,488034,97984,61,1,Personal Auto,Four-Door Car,407
HM76207,California,F,College,905191,26308,114,0,Corporate Auto,SUV,547
NT59303,Oregon,F,College,1011545,63528,256,0,Personal Auto,Luxury,1229
PU41393,Nevada,M,College,826908,20225,114,1,Special Auto,SUV,547
QO86948,Nevada,M,High School or Below,807165,0,112,0,Personal Auto,SUV,806
QN10888,Oregon,F,High School or Below,772699,87620,64,0,Personal Auto,Four-Door Car,24
VY19543,California,F,Bachelor,831114,0,72,0,Corporate Auto,Four-Door Car,311
XC15133,Nevada,F,Master,257402,34990,65,0,Personal Auto,Four-Door Car,43
ST43550,Oregon,M,Bachelor,572733,99934,71,0,Special Auto,Four-Door Car,460
FX36546,Washington,M,Master,367914,60804,92,0,Personal Auto,Four-Door Car,213
JX68983,Oregon,M,Bachelor,274452,94648,69,0,Personal Auto,Four-Door Car,331
HX78576,California,F,High School or Below,563674,24516,71,0,Personal Auto,Four-Door Car,301
ZQ11381,Arizona,M,Bachelor,1687039,61063,85,0,Personal Auto,Four-Door Car,263
ON39271,California,M,Master,273800,0,74,0,Personal Auto,Two-Door Car,263
SB18278,Oregon,M,Bachelor,464470,0,64,0,Corporate Auto,Four-Door Car,307
ZT30559,California,F,High School or Below,474669,15169,63,0,Personal Auto,Four-Door Car,302
XI41106,Arizona,M,College,1687433,55390,71,0,Corporate Auto,Two-Door Car,256
ZS88847,Oregon,F,Bachelor,238761,27592,62,0,Personal Auto,Four-Door Car,298
RU49126,Washington,F,College,446534,61846,112,0,Personal Auto,SUV,216
KR62797,Arizona,F,High School or Below,459163,83297,113,0,Personal Auto,SUV,542
ZJ73220,Arizona,F,College,1309259,0,188,0,Special Auto,Luxury,1354
FY62633,Oregon,M,Bachelor,911227,0,90,0,Personal Auto,Four-Door Car,432
CU36986,California,F,High School or Below,416517,55897,104,0,Personal Auto,Four-Door Car,499
WZ53904,Arizona,M,Bachelor,265998,21297,71,0,Personal Auto,Four-Door Car,46
AA71604,Arizona,F,Master,1198659,87560,98,1,Personal Auto,Two-Door Car,470
TD10493,Oregon,F,High School or Below,289873,0,96,4,Personal Auto,Four-Door Car,691
LY97989,Oregon,F,Bachelor,289424,0,85,0,Personal Auto,Four-Door Car,408
VX39856,Arizona,F,Doctor,350045,89398,86,0,Personal Auto,Four-Door Car,82
TP51897,California,F,College,262181,36843,68,3,Corporate Auto,Four-Door Car,358
QQ89253,Oregon,F,College,1022180,0,134,0,Personal Auto,SUV,643
EI91403,California,M,High School or Below,257827,34946,65,0,Personal Auto,Two-Door Car,420
QG15435,Arizona,F,College,624260,75680,78,0,Personal Auto,Four-Door Car,137
FZ55002,Nevada,F,Doctor,522028,0,69,0,Personal Auto,Four-Door Car,331
HX77930,Washington,F,College,313643,49532,79,1,Personal Auto,Four-Door Car,220
UN37063,Arizona,M,Bachelor,452537,10269,65,0,Personal Auto,Two-Door Car,171
VB87946,California,M,College,497036,49714,63,3,Personal Auto,Four-Door Car,266
AB60627,California,M,High School or Below,1546779,77517,129,0,Corporate Auto,SUV,99
TA34903,Oregon,M,High School or Below,583890,81082,73,0,Personal Auto,Four-Door Car,281
AQ51368,Oregon,F,Bachelor,1065688,72540,88,0,Corporate Auto,Two-Door Car,632
NZ26102,Oregon,F,High School or Below,228962,0,65,0,Personal Auto,Four-Door Car,468
GB45753,California,M,High School or Below,543980,61546,68,0,Corporate Auto,Two-Door Car,29
BV79904,California,F,Master,795615,44818,67,1,Personal Auto,Two-Door Car,137
OB49075,Arizona,M,Bachelor,445811,17622,65,1,Personal Auto,Four-Door Car,312
DS97676,Oregon,F,College,255505,0,72,0,Personal Auto,Four-Door Car,518
JO63462,California,M,Bachelor,330800,79797,84,0,Corporate Auto,Two-Door Car,32
NJ10602,Washington,F,College,845905,92717,70,0,Personal Auto,Two-Door Car,224
RS24501,Oregon,F,College,1335012,28919,173,0,Personal Auto,SUV,830
VT78274,Arizona,M,College,493122,0,68,0,Personal Auto,Four-Door Car,480
SU56153,Nevada,M,Bachelor,777684,63568,65,0,Corporate Auto,Two-Door Car,391
MN20737,Nevada,F,College,255367,73935,64,1,Corporate Auto,Four-Door Car,72
KL43114,Arizona,F,High School or Below,487647,0,66,0,Corporate Auto,Two-Door Car,317
YQ15567,Oregon,F,Bachelor,903431,18846,115,0,Personal Auto,SUV,552
TR88637,Arizona,F,High School or Below,810591,38893,103,0,Personal Auto,SUV,42
TC88986,Oregon,M,High School or Below,561969,0,153,0,Special Auto,SUV,1027
XX88577,California,M,Bachelor,1572713,84824,196,0,Corporate Auto,SUV,320
NE49052,California,F,High School or Below,661802,20068,86,0,Corporate Auto,Four-Door Car,411
KX17826,Oregon,M,Doctor,467005,0,125,0,Corporate Auto,SUV,600
CC91503,Arizona,F,High School or Below,1016937,0,135,0,Personal Auto,Luxury,648
WH32183,California,M,Bachelor,832307,97245,70,0,Personal Auto,Four-Door Car,4
ES90681,California,F,College,241776,51808,61,1,Personal Auto,Four-Door Car,351
DW96592,California,M,Bachelor,804487,71391,67,0,Personal Auto,Four-Door Car,284
MT23134,Oregon,M,High School or Below,532572,0,73,0,Personal Auto,Two-Door Car,496
BM69081,Arizona,M,Bachelor,694752,0,100,0,Personal Auto,SUV,925
MB90871,Oregon,F,College,584742,23496,77,0,Special Auto,Four-Door Car,13
GT62080,Washington,M,High School or Below,588174,55561,63,0,Personal Auto,Four-Door Car,228
QL77686,Nevada,F,College,472479,23986,119,0,Corporate Auto,SUV,463
ON77827,Arizona,F,Master,279023,22974,71,0,Personal Auto,Four-Door Car,181
KP18988,Oregon,F,High School or Below,2153133,0,101,0,Personal Auto,Four-Door Car,485
TI92884,Arizona,M,Bachelor,1262283,61844,106,0,Personal Auto,Luxury,509
JH73503,Arizona,M,Doctor,2017196,24804,73,0,Personal Auto,Two-Door Car,350
YE97964,California,F,Bachelor,1646437,27760,104,0,Personal Auto,SUV,303
VA30351,Oregon,F,High School or Below,559539,74454,71,0,Personal Auto,Four-Door Car,341
PV55726,Oregon,F,Master,417069,29462,107,1,Personal Auto,SUV,514
UC88305,Arizona,F,College,266545,52266,68,0,Corporate Auto,Two-Door Car,142
